"Sale","InStrSpending","Discount","TVSpending","StockRate","Price","Radio","OnlineAdsSpending"
74928,26.92,0.19,84.67,0.56,26.71,1394,169.04
182474,11.13,0.12,111.38,0.33,5.31,415,350.34
106091,17.78,0.38,141.33,0.32,23.17,2567,2555.38
87593,42.97,0.15,65.25,0.25,29.9,13,1122.27
289857,34.95,0.06,164.72,0.65,4.23,2419,2557.06
58427,41.7,0.49,15.79,1,28.95,727,1409.93
140429,11.51,0.31,28.24,0.2,5.07,1027,1800.5
139162,18.71,0.06,63.51,0.66,10.1,2817,789.3
245831,45.08,0.07,98.51,0.07,10.83,45,2747.98
144748,5.88,0.32,106.29,0.75,7.45,749,103.96
53565,8.9,0.23,7.79,0.73,14.83,2439,405.24
207287,13.64,0.38,176.19,0.57,8.32,2248,2676.61
155969,33.47,0.42,159.19,0.3,24.19,1374,996.84
159309,29.82,0.34,6.98,0.83,7.12,1542,1336.67
350917,51.03,0.25,157.48,0.73,1.54,2623,1711.36
224598,13.27,0.02,109.77,0.03,0.62,2570,501.63
147229,28.89,0.45,23.08,0.06,11.55,2543,794.52
1992,4.93,0.28,50.57,0.77,26.1,987,418.03
138872,26.13,0.4,80.38,0.58,15.69,997,495.32
320641,39.02,0.19,150,0.05,1.22,865,423.91
228865,29.89,0.03,134.23,0.81,7.43,771,2571.82
107676,8.11,0.16,133.57,0.51,17.44,1767,3097.17
156583,21.2,0.47,163.75,0.91,17.29,2790,32.15
191869,42.15,0.18,36.69,0.73,10.14,98,1300.68
223742,37.42,0.32,93.26,0.13,9.82,502,260.72
116892,50.39,0.04,16.45,0.93,22.65,2480,2860.71
232062,40.59,0.31,138.18,0.14,14.06,2533,2039.69
137638,36.47,0.42,169.48,0.58,28.49,574,466.01
338139,38.18,0.1,191.62,0.8,0.59,1789,1846.2
167423,45.66,0.35,162.83,0.33,28.1,2962,1877.13
364483,54.04,0.45,139.23,0.22,0.8,246,2795.77
51882,6.34,0.4,176.97,0.42,29.7,819,1783.21
185344,30.73,0.28,118.97,0.06,15.18,821,3100.62
211083,29.2,0.36,37.58,0.54,2.12,897,754.18
96683,10.65,0.48,74.69,0.07,15.73,2305,859.52
323740,52.25,0.24,167.47,0.95,6.71,18,3027.8
108168,29.83,0.14,90.95,0.42,23.31,1556,2420.19
271308,48.3,0.08,109.29,0.35,8.17,411,638.94
78613,35.58,0.42,69.16,0.37,28.45,787,2946.42
313734,48.39,0.14,114.35,0.15,4.68,2612,2428.73
311484,56.68,0.27,140.23,0.22,9.33,1549,2359.78
251534,25.78,0.01,109.97,0.21,1.54,1105,431.93
116207,14.83,0.45,109.68,0.58,16.48,572,551.64
156321,22.81,0.1,179.47,0.5,20.54,1040,2568.63
36272,4.33,0.31,20.65,0.78,16.95,2728,1690.17
194891,37.07,0.48,134.96,0.58,16.75,91,1726.92
194625,46.59,0.43,162.93,0.63,23.27,580,2575.89
305324,55.46,0.47,137.09,0.67,8.76,2576,807.43
185879,43.15,0.03,148.45,0.13,22.74,433,3132.63
357526,46.22,0.46,167.58,0.48,0.28,1273,1810.73
131070,19.15,0.13,134.3,0.74,17.77,421,2902.35
214513,21.01,0.2,86.72,0.03,3.24,1445,2087.3
251300,35.58,0.4,139.79,0.51,8.46,2864,1291.26
137823,4.81,0.25,144.55,0.28,13.17,2569,1734.45
131020,52.12,0.4,83.16,0.68,28.21,254,3090.68
126782,2.5,0.22,6.49,0.3,0.54,2561,2958.91
10742,9.12,0.39,2.06,0.42,22.81,1390,1323.73
280158,48.95,0.07,127.54,0.56,8.69,241,2121.15
223892,22.1,0.48,195.67,0.2,12.28,1982,2396.8
193666,52.02,0.32,42.98,0.78,15.09,968,1139.42
153581,35.2,0.2,62.78,0.5,15.42,1169,556.73
216887,43.9,0.2,1.06,0.04,5.2,214,1552.93
189351,39.39,0.46,60.66,0.09,12.57,1465,2705.06
29361,15.94,0.04,49.68,0.14,26.78,1405,523.93
222730,57.33,0.22,195.07,0.09,27.98,1552,2999.94
26191,19.69,0.18,32.6,0.81,26.22,1840,2238.49
132714,19.48,0.23,116.64,0.21,17.53,2156,1564.64
32894,22.79,0.49,39.33,0.26,29.23,503,1020.22
39091,13.84,0.14,37.71,0.33,23.13,2902,1201.03
37290,7.81,0.19,78.55,0.62,23.4,1820,653.62
